year,week_num
2016,4
2016,4
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,3
2016,2
2016,2
2016,2
2016,2
2016,2
2016,2
2016,2
2016,2
2016,2
2016,1
2016,1
2016,1
2016,1
2016,1
2016,1
2016,8
2016,8
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,7
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,6
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,5
2016,4
2016,4
2016,4
2016,4
2016,4
2016,4
2016,4
2016,4
2016,4
2016,4
2016,4
2016,4
2016,4
2016,12
2016,12
2016,12
2016,12
2016,12
2016,12
2016,12
2016,12
2016,12
2016,12
2016,12
2016,12
2016,12
2016,11
2016,11
2016,11
2016,11
2016,11
2016,11
2016,11
2016,11
2016,11
2016,11
2016,11
2016,11
2016,11
2016,11
2016,10
2016,10
2016,10
2016,10
2016,10
2016,10
2016,10
2016,10
2016,10
2016,10
2016,10
2016,9
2016,9
2016,9
2016,9
2016,9
2016,9
2016,9
2016,9
2016,9
2016,9
2016,9
2016,8
2016,8
2016,8
2016,8
2016,8
2016,17
2016,17
2016,17
2016,17
2016,17
2016,17
2016,17
2016,17
2016,17
2016,17
2016,17
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,16
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,15
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,14
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2016,13
2017,4
2017,4
2017,4
2017,4
2017,4
2017,4
2017,3
2017,3
2017,3
2017,3
2017,3
2017,3
2017,3
2017,3
2017,3
2017,3
2017,3
2017,3
2017,3
2017,2
2017,2
2017,2
2017,2
2017,2
2017,2
2017,2
2017,2
2017,2
2017,2
2017,2
2017,2
2017,2
2017,2
2017,1
2017,1
2017,1
2017,1
2017,1
2017,1
2017,1
2017,1
2017,1
2017,1
2017,1
2017,1
2017,1
2017,8
2017,8
2017,8
2017,8
2017,8
2017,8
2017,8
2017,8
2017,8
2017,8
2017,8
2017,7
2017,7
2017,7
2017,7
2017,7
2017,7
2017,7
2017,7
2017,7
2017,7
2017,7
2017,7
2017,6
2017,6
2017,6
2017,6
2017,6
2017,6
2017,6
2017,6
2017,6
2017,6
2017,6
2017,6
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,5
2017,4
2017,4
2017,4
2017,4
2017,4
2017,4
2017,4
2017,4
2017,4
2017,4
2017,4
2017,4
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,12
2017,11
2017,11
2017,11
2017,11
2017,11
2017,11
2017,11
2017,11
2017,11
2017,11
2017,11
2017,11
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,10
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,9
2017,8
2017,8
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,17
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,16
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,15
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,14
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2017,13
2018,4
2018,4
2018,4
2018,4
2018,4
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,3
2018,2
2018,2
2018,2
2018,2
2018,2
2018,2
2018,2
2018,2
2018,2
2018,2
2018,2
2018,2
2018,2
2018,2
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,1
2018,8
2018,8
2018,8
2018,8
2018,8
2018,8
2018,8
2018,8
2018,8
2018,8
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,7
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,6
2018,5
2018,5
2018,5
2018,5
2018,5
2018,5
2018,5
2018,5
2018,5
2018,5
2018,5
2018,5
2018,5
2018,4
2018,4
2018,4
2018,4
2018,4
2018,4
2018,4
2018,4
2018,4
2018,13
2018,13
2018,13
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,12
2018,11
2018,11
2018,11
2018,11
2018,11
2018,11
2018,11
2018,11
2018,11
2018,11
2018,11
2018,11
2018,10
2018,10
2018,10
2018,10
2018,10
2018,10
2018,10
2018,10
2018,10
2018,10
2018,10
2018,10
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,9
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,17
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,16
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,15
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,14
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2018,13
2019,4
2019,4
2019,4
2019,4
2019,4
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,3
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,2
2019,1
2019,1
2019,1
2019,1
2019,1
2019,1
2019,1
2019,1
2019,1
2019,1
2019,1
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,8
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,7
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,6
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,5
2019,4
2019,4
2019,4
2019,4
2019,4
2019,4
2019,4
2019,4
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,12
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,11
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,10
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,9
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,17
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,16
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,15
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,14
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2019,13
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,3
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,2
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,1
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,6
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,5
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
2020,4
